iter	MAE
0	0.1684515752
1	0.1530439741
2	0.1416859951
3	0.1352639169
4	0.130698445
5	0.1283641327
6	0.1261007903
7	0.1242346004
8	0.1227896297
9	0.1209261223
10	0.1200100569
11	0.1181909296
12	0.1169675635
13	0.1162008305
14	0.1149361928
15	0.1140397753
16	0.1132901189
17	0.1124393709
18	0.1116875819
19	0.1112206196
20	0.1104511226
21	0.1097805601
22	0.1092390445
23	0.1086336972
24	0.1080523809
25	0.1075996188
26	0.1073208571
27	0.1068495879
28	0.1064116677
29	0.1057877827
30	0.1053938129
31	0.1049811112
32	0.1046840008
33	0.1043876211
34	0.1041521846
35	0.1039427092
36	0.1035961447
37	0.1033638906
38	0.1030161536
39	0.1028348226
40	0.1023739811
41	0.1015139306
42	0.101292795
43	0.1010382027
44	0.1008302315
45	0.1006891796
46	0.1004994865
47	0.1003729348
48	0.1001374452
49	0.0999726951
50	0.09980392584
51	0.09963501559
52	0.0995009878
53	0.09927498646
54	0.09888564021
55	0.0983595935
56	0.09822766754
57	0.09815546047
58	0.09792838917
59	0.0976373347
60	0.09744507962
61	0.09733756314
62	0.09723432412
63	0.09700403111
64	0.09685558994
65	0.0966792687
66	0.09654059373
67	0.09639860384
68	0.09624412276
69	0.0960970095
70	0.0959849883
71	0.09585441113
72	0.09570235273
73	0.09560621975
74	0.0954837741
75	0.09532635558
76	0.09522735922
77	0.09514411528
78	0.09499846229
79	0.09486926595
80	0.09480075208
81	0.09471796328
82	0.09454678154
83	0.09445516722
84	0.09433196733
85	0.09425614335
86	0.09414860926
87	0.09403316575
88	0.09395084314
89	0.09387247897
90	0.09371191632
91	0.09361402554
92	0.09350138287
93	0.09339436142
94	0.09334923843
95	0.09325237747
96	0.0931703618
97	0.0930778619
98	0.09298737686
99	0.09289814924
100	0.09281971791
101	0.09256185104
102	0.09252435085
103	0.0924711636
104	0.09238086798
105	0.09232523991
106	0.09224828187
107	0.09215849098
108	0.09208955486
109	0.09201582324
110	0.0919252358
111	0.09186165028
112	0.09179914818
113	0.09176060854
114	0.09165183131
115	0.09160590161
116	0.09152812646
117	0.09147764469
118	0.09140364533
119	0.09125373602
120	0.09120108035
121	0.09111451554
122	0.09107248327
123	0.09098206722
124	0.09092683994
125	0.09084794137
126	0.0907600791
127	0.09072031345
128	0.09065380345
129	0.09059125895
130	0.09056189086
131	0.09050878402
132	0.09045291689
133	0.09040762659
134	0.0903570281
135	0.09032170801
136	0.09027838617
137	0.09018885223
138	0.09014499372
139	0.09008181015
140	0.09002067694
141	0.08993946775
142	0.0898709884
143	0.08974850637
144	0.08966494584
145	0.08959831053
146	0.0895494661
147	0.08950496081
148	0.08944527208
149	0.08940275258
150	0.08932460302
151	0.08928609509
152	0.0892498664
153	0.08921227274
154	0.08917928899
155	0.08912601749
156	0.08908946199
157	0.08904718936
158	0.08899917135
159	0.08895184282
160	0.08892548043
161	0.08889110169
162	0.08882319866
163	0.08875529444
164	0.08871674003
165	0.08862932158
166	0.0885903011
167	0.08856234783
168	0.08851788408
169	0.08848916574
170	0.08840731195
171	0.08837141859
172	0.08831775683
173	0.08830205328
174	0.08827174062
175	0.08823669568
176	0.08820837605
177	0.08816381071
178	0.08813460531
179	0.08810291275
180	0.08807481155
181	0.08803922628
182	0.08800418736
183	0.08796826238
184	0.08792598252
185	0.0878503754
186	0.08781415342
187	0.08777315394
188	0.08774115889
189	0.08770122694
190	0.08766156358
191	0.0876260438
192	0.08759198823
193	0.08755685708
194	0.08752699951
195	0.08749106819
196	0.08746905348
197	0.08745006663
198	0.08743102282
199	0.08737741698
200	0.08735300548
201	0.08731710053
202	0.08727118451
203	0.08721943924
204	0.08716975879
205	0.08713920206
206	0.08707205023
207	0.08703613327
208	0.08700896902
209	0.08698121432
210	0.08683870118
211	0.08680838355
212	0.08678815154
213	0.08675663028
214	0.08673135022
215	0.08670941333
216	0.08669017969
217	0.08665806147
218	0.08663660146
219	0.08660677675
220	0.0865494541
221	0.08653567214
222	0.08650218254
223	0.08647439428
224	0.08645501495
225	0.08642698914
226	0.08639646948
227	0.08637473738
228	0.08633070011
229	0.08630970273
230	0.0862549749
231	0.08623490322
232	0.08619044264
233	0.08611838303
234	0.0860919424
235	0.08604193722
236	0.0860243562
237	0.08599279664
238	0.08597319043
239	0.08595164297
240	0.08591749472
241	0.08589399605
242	0.08583875737
243	0.08579980625
244	0.08578191176
245	0.08575490177
246	0.08573484672
247	0.08570812491
248	0.08568455815
249	0.08565175935
250	0.08562714143
251	0.08555898177
252	0.08554076338
253	0.08551736087
254	0.08549257094
255	0.08547320149
256	0.08543735296
257	0.0854220071
258	0.0853991849
259	0.08537806232
260	0.08532785898
261	0.08529597425
262	0.08527399889
263	0.08524125702
264	0.08520605435
265	0.08518441757
266	0.08516317619
267	0.08513436392
268	0.08510429934
269	0.0850773413
270	0.08505563559
271	0.08501458987
272	0.08498344726
273	0.08496164861
274	0.08494878741
275	0.08492256387
276	0.08490414107
277	0.08488238941
278	0.08486554571
279	0.08483776387
280	0.08481786403
281	0.08480109558
282	0.08477220105
283	0.08475791766
284	0.08474243872
285	0.08472308858
286	0.0847011887
287	0.08467849193
288	0.08465437355
289	0.08462390206
290	0.08461008407
291	0.08458439478
292	0.08456312739
293	0.08454667703
294	0.08450872489
295	0.0844661235
296	0.08442407023
297	0.08440306392
298	0.08438836562
299	0.08433116156
300	0.0842590091
301	0.08424735372
302	0.08421733414
303	0.08418544395
304	0.08417086025
305	0.08415105521
306	0.08412666093
307	0.08410944461
308	0.08407523273
309	0.08405421391
310	0.08403299883
311	0.08400257052
312	0.08395580986
313	0.08392733866
314	0.08390905422
315	0.08388582177
316	0.08386361575
317	0.08384397064
318	0.08381935017
319	0.08380303447
320	0.08378564002
321	0.08375762782
322	0.08373611598
323	0.08370953616
324	0.08367875235
325	0.08367126712
326	0.08365391646
327	0.08364447062
328	0.08361992719
329	0.08360760009
330	0.08359644745
331	0.0835798655
332	0.08354371295
333	0.08352632045
334	0.08351355658
335	0.08349927163
336	0.08348873699
337	0.08346348144
338	0.08344918615
339	0.08343300776
340	0.08341894626
341	0.08340419719
342	0.08339558946
343	0.08338119376
344	0.08336836794
345	0.08334722513
346	0.08331444375
347	0.08328915472
348	0.08327232315
349	0.08325571129
350	0.08323918432
351	0.08322808548
352	0.08321409618
353	0.08317839839
354	0.08316419995
355	0.08315382425
356	0.08314098647
357	0.08311079347
358	0.08310021915
359	0.0830819594
360	0.08305059127
361	0.08303696905
362	0.08302368634
363	0.08301288161
364	0.08299076794
365	0.08297684969
366	0.08296615642
367	0.08292125991
368	0.0829076774
369	0.08288613367
370	0.0828700583
371	0.08285119895
372	0.0828352905
373	0.08282105871
374	0.08278628534
375	0.08275390804
376	0.08273821174
377	0.08271439317
378	0.08268558591
379	0.08267382199
380	0.082660247
381	0.082648747
382	0.08263722292
383	0.0826215488
384	0.08256276268
385	0.08254495724
386	0.08252987744
387	0.08251043541
388	0.08248883775
389	0.08246970539
390	0.08245087628
391	0.08243901148
392	0.0824216755
393	0.08240262815
394	0.08239111627
395	0.08237498387
396	0.08236336924
397	0.08234976786
398	0.08233350804
399	0.08232261186
400	0.08228431819
401	0.08227603708
402	0.08225818389
403	0.08224803181
404	0.08223199929
405	0.08222241293
406	0.08220643873
407	0.08218089319
408	0.08217389792
409	0.08215336653
410	0.08213594702
411	0.08212700237
412	0.08211824891
413	0.08208585629
414	0.08207159099
415	0.08205506333
416	0.08203472635
417	0.08201103712
418	0.08199733227
419	0.08198133902
420	0.08196017533
421	0.08194546926
422	0.08192837619
423	0.08191817339
424	0.08190322467
425	0.08189275548
426	0.08187545556
427	0.08186762871
428	0.08184943502
429	0.08184176277
430	0.08182940699
431	0.08182506353
432	0.08181698024
433	0.08180761761
434	0.0817956161
435	0.08178876113
436	0.08177900573
437	0.08177347419
438	0.08176226266
439	0.08174123572
440	0.08173342839
441	0.08171226156
442	0.08170184597
443	0.08167979367
444	0.08165942866
445	0.08163636782
446	0.08161940361
447	0.08159752582
448	0.08158636656
449	0.08157088154
450	0.08156100219
451	0.08154485744
452	0.08153705961
453	0.08150763693
454	0.0814783292
455	0.08146667626
456	0.08145110649
457	0.0814349022
458	0.0814212763
459	0.08140719237
460	0.08139946844
461	0.08138758255
462	0.08137777772
463	0.08135702476
464	0.08134333358
465	0.08132307731
466	0.08130891467
467	0.0812719264
468	0.08126253552
469	0.08124321036
470	0.08122857709
471	0.08119992884
472	0.08117503058
473	0.08116171716
474	0.08115089868
475	0.08113852518
476	0.08111762129
477	0.08109849651
478	0.08108965765
479	0.08107099433
480	0.08103702484
481	0.08101877901
482	0.08099554571
483	0.08098907861
484	0.08097536334
485	0.08094609588
486	0.08093102014
487	0.08091262202
488	0.08090135335
489	0.08089152347
490	0.08088006856
491	0.08086510656
492	0.080851105
493	0.08083917733
494	0.08082994158
495	0.08082127681
496	0.08081363816
497	0.08080207029
498	0.08079080461
499	0.08078236581
500	0.08077513406
501	0.08075970297
502	0.08074158863
503	0.08073121208
504	0.0807167192
505	0.08070777489
506	0.0806981834
507	0.08068714783
508	0.0806803883
509	0.08066468035
510	0.08064671297
511	0.08063893957
512	0.08062693425
513	0.08061861409
514	0.08061088093
515	0.08059624099
516	0.08058317692
517	0.08057559483
518	0.08056835336
519	0.0805507753
520	0.08052970667
521	0.08052131977
522	0.08050876263
523	0.0805018761
524	0.08048766098
525	0.08047217031
526	0.08046288175
527	0.08044555639
528	0.08043299597
529	0.080424496
530	0.08041212298
531	0.08039767652
532	0.08037726007
533	0.08037217907
534	0.0803633522
535	0.08035326514
536	0.08034612812
537	0.08033367531
538	0.08032207179
539	0.08029882998
540	0.08028375324
541	0.08027206847
542	0.08026087826
543	0.08024313856
544	0.08023182158
545	0.0802253725
546	0.08021813805
547	0.08020498202
548	0.08018875012
549	0.08017158857
550	0.08016381274
551	0.0801547266
552	0.08014872019
553	0.08013389091
554	0.08009816766
555	0.08008379234
556	0.08007516888
557	0.08006627722
558	0.08005575491
559	0.08004572196
560	0.08003731386
561	0.08003284649
562	0.08002852381
563	0.08001727219
564	0.07999928628
565	0.079976104
566	0.07996037315
567	0.07995197211
568	0.07994232009
569	0.07993219212
570	0.07992246517
571	0.07990676079
572	0.07990110049
573	0.079882896
574	0.07987859634
575	0.07987723582
576	0.07987311047
577	0.07986252797
578	0.07985348028
579	0.07984638265
580	0.07983657067
581	0.07982661815
582	0.07981222979
583	0.07980529683
584	0.07979868733
585	0.07978790018
586	0.07977334066
587	0.07977138635
588	0.07976184139
589	0.07974882563
590	0.07973832905
591	0.07973129528
592	0.07971842365
593	0.07971059818
594	0.07970317827
595	0.07966522667
596	0.07965843518
597	0.0796522162
598	0.0796429572
599	0.07963514201
600	0.07962629634
601	0.07961125276
602	0.07959222272
603	0.07958510669
604	0.07958021599
605	0.07956940017
606	0.07955655964
607	0.07953730746
608	0.07953014082
609	0.07951974271
610	0.07951398819
611	0.07950856788
612	0.07950545392
613	0.07949318993
614	0.07948242392
615	0.07947523238
616	0.07947371422
617	0.07946973899
618	0.07946059162
619	0.07945411038
620	0.07944064361
621	0.07943537258
622	0.07942197582
623	0.07941697704
624	0.07940811746
625	0.07939695715
626	0.07938586025
627	0.07937872227
628	0.07937072213
629	0.07935838033
630	0.0793525981
631	0.07934288762
632	0.07932866257
633	0.07931897994
634	0.07931203629
635	0.07930937202
636	0.07930199936
637	0.07929115794
638	0.0792799975
639	0.07927631195
640	0.0792661764
641	0.07925489672
642	0.07925350295
643	0.0792486755
644	0.07924268843
645	0.07923798086
646	0.07923025559
647	0.0792246981
648	0.07921305534
649	0.07920822811
650	0.07919859454
651	0.07918827351
652	0.07917482895
653	0.07917087009
654	0.0791655882
655	0.079155956
656	0.07914570527
657	0.07913387657
658	0.07912958046
659	0.07912689589
660	0.07911887291
661	0.07911081747
662	0.07909938817
663	0.07909400218
664	0.07908724977
665	0.07908234748
666	0.07906793414
667	0.07905757525
668	0.07905054445
669	0.07904580806
670	0.0790398336
671	0.07903268726
672	0.07902430835
673	0.07901760204
674	0.0790078147
